FAC_SEQ_NUM,FAC_TYP_CD,FACTYPDESC,INFRASTRUC,PRESSR_ZN_NM,PRESSR_ZN_QTY,SIZE_NUM,SMPL_TYP_CD,FEED_SRC_NM,MAPNG_STAT_CD,FNCTNL_CD,OWNERSHIP_CD,OWNERSHIP_CD_DESC,STRT_ADDR_TYP_CD,DIV_MAINT_BY_CD,DIV_DESC,INTERCEPTOR_IND,STA_PRIM_NUM,STA_SCNDRY_NUM,FAC_NAME,ACTL_INST_DT_IND,INST_DT,LOCN_DESC_TXT,OLD_SPLASH1_DWO_ID,OLD_SPLASH1_WORK_ORDR_ID,GPS_SURVEYOR_IND,GPS_X_COORD_NUM,GPS_Y_COORD_NUM,FAC_STAT_CD,MAP_ID,FLD_BK_PAGE_NUM,FLD_BK_GRID_NUM,THOMAS_BROTHERS_CD,STRT_NUM,STRT_PREDIR_CD,STRT_NM,STRT_SFX_CD,STRT_UNIT_NUM,STRT_GATED_COMNTY_IND,NAD83E_NUM,NAD83N_NUM,NAD27E_NUM,NAD27N_NUM,OLD_FAC_SEQ_NUM,SENSITIVE_LAND_IND,GEOMETRY_ORIENTATION,DRAWG_NUM,DRAWG_SHEET_NUM,DRAWG_TYP_CD,DRAWG_TYP_CD_DESC,IAMFLOC,SAPOBJNR
5504022,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,289 SYS,N,,ESCALA DR & CAMBERWELL LN,,,N,0,0,A,621,L09N,1,1150B6,10940,,SCRIPPS RANCH,BL,,,6312185.571,1960907.756,1750801.412,320463.7559,,N,-139.01,,,,,UW-WS-TRN-SLOC-S265,IF?0100000000000141224
6269848,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B1 BOT,N,,BLACK MTN RESV1 BOTTOM LEVEL,,,N,0,0,A,120,H04N,6,1189D1,0,,,,,,6292403.353,1939529.695,1731019.095,299085.6949,,Y,0,,,,,UW-WS-TRN-SLOC-S217,IF?0100000000000141660
6269849,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS_B1 MID,N,,BLACK MTN RESV1 MID LEVEL,,,N,0,0,A,121,H04N,6,1189D1,0,,,,,,6292390.335,1939529.606,1731006.077,299085.6063,,Y,0,,,,,UW-WS-TRN-SLOC-S218,IF?0100000000000141725
6269958,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B1 TOP,N,,BLACK MTN RESV1 TOP LEVEL,,,N,0,0,A,122,H04N,6,1189D1,0,,,,,,6292376.473,1939529.606,1730992.215,299085.6063,,Y,0,,,,,UW-WS-TRN-SLOC-S219,IF?0100000000000141779
6269959,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B2 TOP,N,,BLACK MTN RESV2 TOP LEVEL,,,N,0,0,A,123,H04N,6,1189D1,0,,,,,,6292376.385,1939519.108,1730992.126,299075.1076,,Y,0,,,,,UW-WS-TRN-SLOC-S220,IF?0100000000000141482
6269960,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS_B2 MID,N,,BLACK MTN RESV2 MID LEVEL,,,N,0,0,A,124,H04N,6,1189D1,0,,,,,,6292390.335,1939518.698,1731006.077,299074.6975,,Y,0,,,,,UW-WS-TRN-SLOC-S221,IF?0100000000000141602
6269961,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,292 SYS B2 BOT,N,,BLACK MTN RESV2 BOTTOM LEVEL,,,N,0,0,A,125,H04N,6,1189D1,0,,,,,,6292402.72,1939518.425,1731018.462,299074.4252,,Y,0,,,,,UW-WS-TRN-SLOC-S222,IF?0100000000000141659
5586469,SLOC,SAMPLE LOCATION,W,RANCHO DEL SOL,470,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,270A SYS,N,,RANCHO DEL SOL & RANCHO DEL AZALEAS,,,N,0,0,A,591,F02N,5,1188G4,0,,,,,,6276933.96,1932100.18,1715549.625,291656.1804,,N,0,,,,,UW-WS-TRN-SLOC-S332,IF?0100000000000140654
515580,SLOC,SAMPLE LOCATION,W,RANCHO SANTA FE,284,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,230 SYS,N,,CAMTO MAR DE PLATA & FORTALEZA,,,N,0,0,A,67,B04N,6,1187H1,0,,,,,,6256089.826,1938952.487,1694705.387,298508.4869,,N,0,,,,,UW-WS-TRN-SLOC-S052,IF?0100000000000142004
538379,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,151 SYS,N,,MONTEZUMA RD/54TH ST; SAMPLE STANCHION,,,N,0,0,A,449,K17S,2,1270B2,0,,,,,,6306849.695,1861365.282,1745465.509,220921.2822,,N,0,,,,,UW-WS-TRN-SLOC-S111,IF?0100000000000142350
541230,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,150 SYS,N,,ACORN ST/62ND ST; FIRE STATION/SAMPLE STANCHION,,,N,0,0,A,842,L18S,1,1270C3,0,,,,,,6311517.835,1857534.321,1750133.672,217090.3209,,N,0,,,,,UW-WS-TRN-SLOC-S120,IF?0100000000000142448
5065223,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,S108,Y,?9?/?14?/?97? ?5?:?00? ?PM,"HUGHES ST/JODI ST, NORTH OF RESERVOIR",,,N,0,0,A,598,L19S,1,1270C5,6056,,HUGHES,ST,,,6310441.165,1853145.525,1749056.997,212701.5249,,Y,53.98,27950,9,D,,UW-WS-TRN-SLOC-S043,IF?0100000000000141768
5485691,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,108 SYS,N,,6056 HUGHES ST,,,N,0,0,A,753,L19S,1,1270C5,0,,,,,,6310506.923,1852586.46,1749122.755,212142.46,,N,0,,,,,UW-WS-TRN-SLOC-S246,IF?0100000000000141330
5529617,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,151A SYS,N,,4929 CATOCTIN DR SAMPLE STANCHION,,,N,0,0,A,1084,L17S,5,1270D2,0,,,,,,6312621.854,1860084.613,1751237.697,219640.6129,,N,0,,,,,UW-WS-TRN-SLOC-S296,IF?0100000000000140659
5504026,SLOC,SAMPLE LOCATION,W,REMINGTON HILLS,543,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,297,N,,1514 CLANTON PL,,,N,0,0,A,516,M35S,5,1350G2,10940,,SCRIPPS RANCH,BL,,,6318612.897,1786631.371,1757228.77,146187.3714,,N,0,,,,,UW-WS-TRN-SLOC-S269,IF?0100000000000141175
5524136,SLOC,SAMPLE LOCATION,W,REMINGTON HILLS,543,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,305 SYS,N,,4948 1/2 CARBINE WY,,,N,0,0,A,579,M36S,2,1350H2,0,,,,,,6320376.007,1786178.944,1758991.889,145734.9436,,Y,43.51,,,,,UW-WS-TRN-SLOC-S283,IF?0100000000000140995
5503984,SLOC,SAMPLE LOCATION,W,RIDGEGATE LA JOLLA,575,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,287 SYS,N,,RIDGEGATE ROW & ABBOTSWOODS,1,,N,0,0,A,463,C11S,4,1248A1,10940,,SCRIPPS RANCH,BL,,,6258196.28,1883448.986,1696811.851,243004.9862,,N,-58.91,,,,,UW-WS-TRN-SLOC-S263,IF?0100000000000141344
5503980,SLOC,SAMPLE LOCATION,W,RIDGEGATE REDUCED,425,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,274 SYS,N,,HILLPOINTE ROW & CARRIAGE DALE ROW,1,,N,0,0,A,462,C11S,5,1248A1,10940,,SCRIPPS RANCH,BL,,,6259244.747,1883785.194,1697860.324,243341.1936,,N,-141.31,,,,,UW-WS-TRN-SLOC-S259,IF?0100000000000141074
5504030,SLOC,SAMPLE LOCATION,W,RIVIERA DEL SOL,550,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,302 SYS,N,,4610 PACIFIC RIVIERA WY,,,N,0,0,A,517,M35S,5,1350H1,4610,,PACIFIC RIVIERA,WY,,,6319703.12,1788222.874,1758318.999,147778.874,,N,-146.6,,,,,UW-WS-TRN-SLOC-S273,IF?0100000000000141125
5504049,SLOC,SAMPLE LOCATION,W,RIVIERA SHORES,440,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,303 SYS,N,,1334 RIVIERA SHORES ST.,1,,N,0,0,A,518,M35S,2,1350G1,1334,,RIVIERA SHORES,ST,,,6319119.229,1789242.526,1757735.105,148798.5262,,Y,-96.06,,,,,UW-WS-TRN-SLOC-S274,IF?0100000000000141177
5585816,SLOC,SAMPLE LOCATION,W,RIVIERA SHORES,430,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,303A SYS,N,,1469 RIVIERA SHORES ST.,1,,N,0,0,A,711,M35S,2,1350G1,1469,,RIVIERA SHORES,ST,,,6318999.15,1788690.154,1757615.025,148246.1542,,Y,87.06,,,,,UW-WS-TRN-SLOC-S328,IF?0100000000000140650
5525477,SLOC,SAMPLE LOCATION,W,ROBINHOOD RIDGE,580,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,299 SYS,N,,AVNDA DE LAS VISTAS & VISTA SAN RAFAEL,,,N,0,0,A,513,N34S,2,1331A7,0,,,,,,6326286.102,1792930.328,1764902.014,152486.3281,,Y,166.96,,,,,UW-WS-TRN-SLOC-S287,IF?0100000000000140776
524966,SLOC,SAMPLE LOCATION,W,RODEFER,370,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,259 SYS,N,,3945 ALAMEDA DR,1,,N,0,0,A,1002,F19S,1,1268H5,3945,,ALAMEDA,DR,,,6274562.5,1853583.251,1713178.153,213139.2513,,N,0,,,,,UW-WS-TRN-SLOC-S082,IF?0100000000000142105
5550623,SLOC,SAMPLE LOCATION,W,ROSECRANS,225,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,322 SYS,N,,,,,N,0,0,A,1194,D20S,4,1288D1,2305,,HISTORIC DECATUR,RD,,,6264385.535,1848234.78,1703001.137,207790.7802,,N,0,,,,,UW-WS-TRN-SLOC-S311,IF?0100000000000140535
517560,SLOC,SAMPLE LOCATION,W,SAN ANDRES,440,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,261 SYS,N,,VIA CAMPESTRE & CAMTO PUNTA ARENAS,,,N,0,0,A,189,C04N,4,1187J1,14797,,CAMTO PUNTA ARENAS,,,,6256863.379,1939414.875,1695478.944,298970.8753,,Y,-132.21,,,,,UW-WS-TRN-SLOC-S064,IF?0100000000000142134
542723,SLOC,SAMPLE LOCATION,W,SAN CARLOS,849,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,212 SYS,N,,RONDEL CT/TUXEDO RD; PUBLIC PARK/SAMPLE STANCHION,,,N,0,0,A,130,M13S,4,1.25E+07,0,,,,,,6317044.501,1875158.875,1755660.367,234714.8747,,N,0.72,17799,6,D,,UW-WS-TRN-SLOC-S124,IF?0100000000000142242
544231,SLOC,SAMPLE LOCATION,W,SAN CARLOS,849,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,152 SYS,N,,BISBY LAKE AV/HUDSON DR; PUBLIC SCHOOL/SAMPLE STANCHION,,,N,0,0,A,586,N14S,3,1250J4,0,,,,,,6326661.499,1874035,1765277.413,233591,,N,-57.29,,,,,UW-WS-TRN-SLOC-S130,IF?0100000000000143355
5207113,SLOC,SAMPLE LOCATION,W,SAN CARLOS,849,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,C110,N,,LAKE ASHMERE DR & LAKE ARROWHEAD DR NORTHWEST OF DISTRIBUTION RESERVOIR,,,N,0,0,A,633,N14S,6,1250J5,0,,,,,,6327904.285,1871302.201,1766520.204,230858.2014,,N,0,,,,,UW-WS-TRN-SLOC-S176,IF?0100000000000142202
5207492,SLOC,SAMPLE LOCATION,W,SAN CARLOS,849,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,111 SYS_MID,N,,7950 WING SPAN DR.,,,N,0,0,A,368,N13S,4,1250G4,0,,,,,,6322727.503,1874790.541,1761343.397,234346.5413,,Y,0,,,,,UW-WS-TRN-SLOC-S184,IF?0100000000000141797
540873,SLOC,SAMPLE LOCATION,W,SAN CARLOS ESTATES,930,0.75,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,262 SYS,Y,?7?/?7?/?10? ?5?:?00? ?PM,6669 LINDA LANE SAMPLE STANCHION,,,N,0,0,A,531,L16S,3,1.25E+10,6669,,LINDA,LN,,,6314958.999,1866159.626,1753574.854,225715.626,,N,0,,,,,UW-WS-TRN-SLOC-S119,IF?0100000000000142349
5207114,SLOC,SAMPLE LOCATION,W,SAN CARLOS ESTATES,930,0.5,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,C112,N,,ROCKHURST DR & ROCKHURST CT WEST OF DISTRIBUTION RESERVOIR,,,N,0,0,A,535,L15S,5,1250D7,0,,,,,,6312762.989,1866963.445,1751378.833,226519.4449,,N,0,,,,,UW-WS-TRN-SLOC-S177,IF?0100000000000141844
540577,SLOC,SAMPLE LOCATION,W,SAN CARLOS REDUCED,692,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,210 SYS,N,,ACROSS FROM 6619 CIBOLA RD (IN FRONT OF PARK) ,,,N,0,0,A,295,L14S,3,1250D4,6619,,CIBOLA,RD,,,6314566.168,1874249.449,1753182.021,233805.4488,,N,0,,,,,UW-WS-TRN-SLOC-S118,IF?0100000000000142295
5554209,SLOC,SAMPLE LOCATION,W,SANTA LUZ,950,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,326 SYS,N,,8555 1/2 RUN OF THE KNOLLS,,,N,0,0,A,534,H04N,2,1169C7,1277,W,G,ST,,,6289821.709,1941356.26,1728437.438,300912.2598,,Y,88.66,,,,,UW-WS-TRN-SLOC-S313,IF?0100000000000140641
5525470,SLOC,SAMPLE LOCATION,W,SCRIPPS EASTVIEW,890,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,307 SYS,N,,11455 EASTRIDGE PL,,,N,0,0,A,761,L03S,2,1210D1,0,,,,,,6314192.251,1917959.833,1752808.102,277515.8327,,Y,-19.04,,,,,UW-WS-TRN-SLOC-S285,IF?0100000000000141302
539715,SLOC,SAMPLE LOCATION,W,SCRIPPS HILLS,1200,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,226 SYS,N,,MEADOWDALE LN/WALNUTDALE ST; SAMPLE STANCHION,,,N,0,0,A,150,L04S,5,1210C4,0,,,,,,6312627.999,1910757.625,1751243.842,270313.6247,,N,7.71,,,,,UW-WS-TRN-SLOC-S113,IF?0100000000000142522
5504050,SLOC,SAMPLE LOCATION,W,SCRIPPS MESA VISTA,892,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,291SYS,N,,10815 SCRIPPS RANCH BL; NOB HILL CONDOS; N OF POOL,1,,N,0,0,A,851,I04S,3,1209F3,10815,,SCRIPPS RANCH,BL,,,6297742.884,1914164.738,1736358.653,273720.7375,,N,-71.63,,,,,UW-WS-TRN-SLOC-S275,IF?0100000000000141170
536862,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,224 SYS,N,,10054 AVENIDA MAGNIFICA @ PUBLIC SCHOOL,,,N,0,0,A,388,K04S,4,1209J4,10054,,AVNDA MAGNIFICA,,,,6305513.999,1910922.749,1744129.807,270478.7493,,N,0,,,,,UW-WS-TRN-SLOC-S106,IF?0100000000000142260
5205424,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N183,N,,,,,N,0,0,A,486,L03S,2,1210C1,11401,,CYPRESS WOODS,DR,,,6312518.412,1917931.89,1751134.255,277487.8898,,N,0,,,,,UW-WS-TRN-SLOC-S161,IF?0100000000000141789
5207493,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,22 SYS,N,,"11225 BLK SPRING CANYON RD
SOUTHEAST OF DISTRIBUTION RESERVOIR",,,N,0,0,A,488,L03S,4,1210B2,0,,,,,,6310953.409,1916158.743,1749569.244,275714.7434,,N,0,,,,,UW-WS-TRN-SLOC-S185,IF?0100000000000141861
5525500,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,318 SYS,N,,11807 TRAIL CREST DR,1,,N,0,0,A,1056,J02S,4,1209G1,0,,,,,,6299507.224,1919995.082,1738123.002,279551.082,,Y,-19.07,,,,,UW-WS-TRN-SLOC-S292,IF?0100000000000140781
5564260,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,325 SYS,N,,OLD CREEK RD & WHISPERING RIDGE RD,,,N,0,0,A,245,M03S,3,1210F2,14846,,OLD CREEK,RD,,,6321800.676,1917131.043,1760416.565,276687.0433,,Y,-24.82,,,,,UW-WS-TRN-SLOC-S318,IF?0100000000000140634
5597998,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH BSTD,1150,0.5,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,331 SYS,N,,ACROSS FROM 11705 SEMILLON BL,,,N,0,0,A,684,K03S,2,1210A2,0,,,,,,6307966.772,1916488.153,1746582.591,276044.1529,,N,-26.92,,,,,UW-WS-TRN-SLOC-S337,IF?0100000000000141676
5205426,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH NORTH,890,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,185 SYS,N,,11198 IVY HILL DR. SAMPLE STANCHION,,,N,0,0,A,1061,J02S,3,1189J7,11198,,IVY HILL,DR,,,6303797.057,1921340.213,1742412.856,280896.2133,,N,160.33,,,,,UW-WS-TRN-SLOC-S163,IF?0100000000000141708
534224,SLOC,SAMPLE LOCATION,W,SCRIPPS VALLEY,850,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,63 SYS,N,,RED ROCK DR/WALDGROVE PL; SAMPLE STANCHION,,,N,0,0,A,281,J05S,2,1209H5,0,,,,,,6301546.909,1909665.984,1740162.697,269221.9843,,N,0,,,,,UW-WS-TRN-SLOC-S099,IF?0100000000000142288
5550616,SLOC,SAMPLE LOCATION,W,SCRIPPS VALLEY,850,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,63A SYS,N,,9930 AVIARY DR,,,N,0,0,A,484,J05S,1,1209G5,9930,,AVIARY,DR,,,6300398.501,1909472.625,1739014.283,269028.6247,,N,80.4,,,,,UW-WS-TRN-SLOC-S308,IF?0100000000000140756
515715,SLOC,SAMPLE LOCATION,W,SO LA JOLLA CLIFFS,447,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,220 SYS,N,,DOWNWIND WAY/EXPEDITION WAY; SAMPLE STANCHION,,,N,0,0,A,201,B08S,3,1227H3,0,,,,,,6254674.767,1896627.687,1693290.32,256183.687,,N,0,,,,,UW-WS-TRN-SLOC-S053,IF?0100000000000141710
5525496,SLOC,SAMPLE LOCATION,W,SO LA JOLLA CLIFFS,447,0,DP,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,314 SYS,N,,8555 RUETTE MONTE CARLO,1,,N,0,0,A,303,B08S,6,1227H4,0,,,,,,6254602.503,1894902.602,1693218.056,254458.6017,,N,0,,,,,UW-WS-TRN-SLOC-S288,IF?0100000000000140865
543777,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,128 SYS,N,,FIRETHORN ST/PALM AV; SAMPLE STANCHION,,1,N,0,0,A,211,M34S,2,1330G7,0,,,,,,6318580.984,1793137.234,1757196.857,152693.2343,,N,0,,,,,UW-WS-TRN-SLOC-S125,IF?0100000000000143486
543903,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,200 SYS,N,,OTAY MESA RD/BEYER BL,,,N,0,0,A,292,M36S,4,1350G3,4312,,OTAY MESA,RD,,,6317883.629,1784105.735,1756499.498,143661.7349,,N,88.7,,,,,UW-WS-TRN-SLOC-S126,IF?0100000000000143567
5207498,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,S119,N,,LOWER OTAY RESV RECREATION STATION HOSE BIB UNDER WATER FOUNTAIN AT SNACK BAR OUTSIDE BATHROOM,,,N,0,0,A,1,R31S,3,1332A2,0,,,,,,6351207.178,1804481.142,1789823.215,164037.1417,,Y,0,,,,,UW-WS-TRN-SLOC-S190,IF?0100000000000141641
5207900,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,23,OTAY PLANT/RESERVOIRS -23,N,0,0,95 SYS,N,,OTAY EFFLUENT AT FILTRATION PLANT,,1,N,0,0,A,445,R32S,3,1332A3,0,,,,,,6351493.107,1801692.28,1790109.144,161248.2802,,Y,0,,,,,UW-WS-TRN-SLOC-S196,IF?0100000000000141685
5207901,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,23,OTAY PLANT/RESERVOIRS -23,N,0,0,92 SYS,N,,OTAY INFLUENT AT FILTRATION PLANT,,1,N,0,0,A,446,R32S,3,1332A3,0,,,,,,6351502.953,1801666.024,1790118.99,161222.0236,,Y,0,,,,,UW-WS-TRN-SLOC-S197,IF?0100000000000141780
5207902,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,23,OTAY PLANT/RESERVOIRS -23,N,0,0,93 SYS,N,,CWA EFFLUENT AT FILTRATION PLANT,,,N,0,0,A,447,R32S,3,1332A3,0,,,,,,6351463.461,1801559.216,1790079.499,161115.2159,,Y,0,,,,,UW-WS-TRN-SLOC-S198,IF?0100000000000141882
5483587,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,293 SYS,N,,4927 OCEAN VIEW HILLS PY,,,N,0,0,A,279,N34S,4,1330J7,0,,,,,,6322708.054,1792387.238,1761323.948,151943.2375,,Y,0,,,,,UW-WS-TRN-SLOC-S244,IF?0100000000000141207
5542650,SLOC,SAMPLE LOCATION,W,SO SAN DIEGO RESV,490,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,96 SYS,N,,OTAY CLEARWELL,,,N,0,0,A,574,R32S,3,1332A3,0,,,,,,6351327.32,1801366.365,1789943.356,160922.3648,,Y,0,,,,,UW-WS-TRN-SLOC-S306,IF?0100000000000140644
