,FAC_NAME,site_match,FAC_SEQ_NUM,FAC_TYP_CD,FACTYPDESC,INFRASTRUC,PRESSR_ZN_NM,PRESSR_ZN_QTY,SIZE_NUM,SMPL_TYP_CD,FEED_SRC_NM,MAPNG_STAT_CD,FNCTNL_CD,OWNERSHIP_CD,OWNERSHIP_CD_DESC,STRT_ADDR_TYP_CD,DIV_MAINT_BY_CD,DIV_DESC,INTERCEPTOR_IND,STA_PRIM_NUM,STA_SCNDRY_NUM,ACTL_INST_DT_IND,INST_DT,LOCN_DESC_TXT,OLD_SPLASH1_DWO_ID,OLD_SPLASH1_WORK_ORDR_ID,GPS_SURVEYOR_IND,GPS_X_COORD_NUM,GPS_Y_COORD_NUM,FAC_STAT_CD,MAP_ID,FLD_BK_PAGE_NUM,FLD_BK_GRID_NUM,THOMAS_BROTHERS_CD,STRT_NUM,STRT_PREDIR_CD,STRT_NM,STRT_SFX_CD,STRT_UNIT_NUM,STRT_GATED_COMNTY_IND,NAD83E_NUM,NAD83N_NUM,NAD27E_NUM,NAD27N_NUM,OLD_FAC_SEQ_NUM,SENSITIVE_LAND_IND,GEOMETRY_ORIENTATION,DRAWG_NUM,DRAWG_SHEET_NUM,DRAWG_TYP_CD,DRAWG_TYP_CD_DESC,IAMFLOC,SAPOBJNR
43,243 SYS,TRUE,544232,SLOC,SAMPLE LOCATION,W,COUNTRY CASUAL,925,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,8709 LAKE ATHABASKA WAY,NA,NA,N,0,0,A,587,N14S,6,1251A5,8709,,LAKE ATHABASKA,WY,,NA,6328056.001,1871381.499,1766671.921,230937.4993,NA,N,155.91,NA,NA,,NA,UW-WS-TRN-SLOC-S131,IF?0100000000000143477
45,208A SYS,TRUE,5611779,SLOC,SAMPLE LOCATION,W,DEL CERRO,656,0.38,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,Y,?3?/?16?/?11? ?5?:?00? ?PM,ACROSS FROM 6228 WENRICH,NA,1,N,0,0,A,485,K15S,6,1250C6,6002,,CAM RICO,,,NA,6310254.747,1867972.021,1748870.579,227528.021,NA,N,6.84,NA,NA,,NA,UW-WS-TRN-SLOC-S345,IF?0100000000000141398
46,244 SYS,TRUE,517512,SLOC,SAMPLE LOCATION,W,DEL MAR HILLS,435,2,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,13051 PORTOFINO DR; SAMPLE STANCHION,NA,NA,N,0,0,A,176,C02S,1,1207J1,13051,,PORTOFINO,DR,,NA,6256866.499,1921943.251,1695482.064,281499.2513,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S062,IF?0100000000000141935
47,245 SYS,TRUE,515541,SLOC,SAMPLE LOCATION,W,DEL MAR TERRACE,328,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,12935 VIA LATINA,NA,NA,N,0,0,A,284,B02S,3,1207H1,12935,,VIA LATINA,,,NA,6255541.499,1921305.876,1694157.057,280861.876,NA,N,-83.59,NA,NA,,NA,UW-WS-TRN-SLOC-S050,IF?0100000000000141705
48,300 SYS,TRUE,5504027,SLOC,SAMPLE LOCATION,W,DENNERY RD,365,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,5368 TOPSAIL DR,NA,NA,N,0,0,A,242,N33S,5,1331A6,5368,,TOPSAIL,DR,,NA,6325982.664,1794793.33,1764598.574,154349.3301,NA,Y,1.4,NA,NA,,NA,UW-WS-TRN-SLOC-S270,IF?0100000000000141245
49,246 SYS,TRUE,544230,SLOC,SAMPLE LOCATION,W,EAGLE RIDGE,940,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,7928 WING SPAN DR,1,NA,N,0,0,A,585,N14S,1,1250G4,7928,,WING SPAN,DR,,NA,6322461.572,1874273.871,1761077.464,233829.8714,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S129,IF?0100000000000142356
51,247A SYS,TRUE,5597029,SLOC,SAMPLE LOCATION,W,EL CAMINO,470,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,9151 REHCO RD. SAMPLE STANCHION,1,NA,N,0,0,A,788,F06S,3,1208H7,8985,,REHCO,RD,,NA,6278475.187,1904898.297,1717090.859,264454.2972,NA,N,-43.52,NA,NA,,NA,UW-WS-TRN-SLOC-S336,IF?0100000000000141625
53,248A SYS,TRUE,5610457,SLOC,SAMPLE LOCATION,W,FLORAL TERRACE,295,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,2399 BERYL ST,NA,NA,N,0,0,A,587,C13S,6,1248B4,2360,,BERYL,ST,,NA,6261179.344,1875358.829,1699794.93,234914.8287,NA,N,-77.88,NA,NA,,NA,UW-WS-TRN-SLOC-S343,IF?0100000000000141643
55,249A SYS,TRUE,5585435,SLOC,SAMPLE LOCATION,W,GLIDDEN,320,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,6429 GLIDDEN ST; SAMPLE STANCHION,1,NA,N,0,0,A,850,F16S,4,1268H2,6471,,GLIDDEN,ST,,NA,6276141.778,1863421.765,1714757.439,222977.7651,NA,N,-171.48,NA,NA,,NA,UW-WS-TRN-SLOC-S327,IF?0100000000000140590
58,316 SYS,TRUE,5525498,SLOC,SAMPLE LOCATION,W,GOLF COURSE,1130,0,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,A,,,N,0,0,N,,13705 SHOAL SUMMIT DR,NA,NA,N,0,0,A,575,K02N,5,1190A3,13705,,SHOAL SUMMIT,DR,,NA,6308292.188,1932198.596,1746908.01,291754.5958,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S290,IF?0100000000000140630
59,205 SYS,TRUE,544503,SLOC,SAMPLE LOCATION,W,HILLSBOROUGH,550,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,CLOSE TO 1856 MANZANA WAY,NA,NA,N,0,0,A,275,N24S,4,1290H6,1856,,MANZANA,WY,,NA,6323598.297,1830721.45,1762214.195,190277.4501,NA,N,-64.41,NA,NA,,NA,UW-WS-TRN-SLOC-S132,IF?0100000000000143275
60,324 SYS,TRUE,5550619,SLOC,SAMPLE LOCATION,W,IMPERIAL,240,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,,NA,NA,N,0,0,A,742,J23S,1,1289H4,4393,,REDWORKS,DY,,NA,6299329.354,1836532.9,1737945.13,196088.9003,NA,N,-2.35,NA,NA,,NA,UW-WS-TRN-SLOC-S310,IF?0100000000000140624
62,59 SYS,TRUE,534670,SLOC,SAMPLE LOCATION,W,KEARNY MESA,600,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,LA CUENTA DR/TIERRASANTA BL; FIRE STATION/SAMPLE STANCHION,NA,1,N,0,0,A,619,J12S,5,1249H2,0,,,,,NA,6300959.797,1879397.326,1739575.581,238953.3261,NA,N,-138.55,NA,NA,,NA,UW-WS-TRN-SLOC-S101,IF?0100000000000142536
63,78A SYS,TRUE,5483585,SLOC,SAMPLE LOCATION,W,KEARNY MESA,600,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,6200 CALLE MARISELDA,NA,1,N,0,0,A,846,J11S,2,1229H7,0,,,,,NA,6301321.381,1884646.102,1739937.168,244202.1024,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S242,IF?0100000000000141465
64,250 SYS,TRUE,517982,SLOC,SAMPLE LOCATION,W,LA JOLLA GARDENS,500,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,7474 CHARMANT DR; SAMPLE STANCHION,NA,NA,N,0,0,A,635,C08S,6,1228B3,7474,,CHARMANT,DR,,NA,6261392.703,1896106.427,1700008.29,255662.4272,NA,N,-173.45,NA,NA,,NA,UW-WS-TRN-SLOC-S066,IF?0100000000000141860
66,216 SYS,TRUE,515118,SLOC,SAMPLE LOCATION,W,LA JOLLA HERMOSA,370,2,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,5790 CHELSE AVE SAMPLE STANCHION,NA,NA,N,0,0,A,569,A12S,5,1247F3,5790,,CHELSEA,AV,,NA,6247493.199,1878706.312,1686108.716,238262.3123,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S047,IF?0100000000000141958
67,251 SYS,TRUE,515233,SLOC,SAMPLE LOCATION,W,LA JOLLA MESA VISTA,495,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,5840 RAVENSWOOD RD,NA,NA,N,0,0,A,379,A12S,6,1247G3,5840,,RAVENSWOOD,RD,,NA,6250243.045,1879096.562,1688858.576,238652.5617,NA,N,89.71,NA,NA,,NA,UW-WS-TRN-SLOC-S048,IF?0100000000000141784
69,252A SYS,TRUE,5609101,SLOC,SAMPLE LOCATION,W,LA JOLLA PACIFICA,594,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,PACIFICA AND SOLEDAD MOUNTAIN,NA,NA,N,0,0,A,632,C12S,5,1248A3,5910,,DESERT VIEW,DR,,NA,6259534.59,1879734.557,1698150.168,239290.5571,NA,N,168.78,NA,NA,,NA,UW-WS-TRN-SLOC-S342,IF?0100000000000141550
70,219 SYS,TRUE,515817,SLOC,SAMPLE LOCATION,W,LA JOLLA SHORES,241,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 8415 EL PASEO GRANDE,NA,NA,N,0,0,A,392,B09S,2,1227H4,0,,,,,NA,6252926.673,1893894.446,1691542.218,253450.4455,NA,N,87.74,NA,NA,,NA,UW-WS-TRN-SLOC-S055,IF?0100000000000141692
71,218 SYS,TRUE,515951,SLOC,SAMPLE LOCATION,W,LA JOLLA SOLEDAD W,925,2,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,2110 VIA CASA ALTA @ FIRE STATION SAMPLE STANCHION,NA,NA,N,0,0,A,555,B10S,5,1227H7,2110,,VIA CASA ALTA,,,NA,6254403.999,1886573.875,1693019.551,246129.8747,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S056,IF?0100000000000141745
73,48 SYS,TRUE,514975,SLOC,SAMPLE LOCATION,W,LA JOLLA TOWNE,270,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,COAST BL SOUTH/EADS AV; SAMPLE STANCHION,NA,1,N,0,0,A,581,A10S,1,1.23E+09,0,,,,,NA,6246087.001,1889028.875,1684702.512,248584.8747,NA,N,-30.53,NA,NA,,NA,UW-WS-TRN-SLOC-S045,IF?0100000000000141695
75,338 SYS,TRUE,5567525,SLOC,SAMPLE LOCATION,W,LIBERTY STATION,175,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,2817 WASP WY; SAMPLE STANCHION,NA,NA,N,0,0,A,384,D21S,1,1288C1,2817,,WASP,WY,,NA,6262614.934,1846151.506,1701230.527,205707.5059,NA,N,-15.93,NA,NA,,NA,UW-WS-TRN-SLOC-S323,IF?0100000000000140655
76,66 SYS,TRUE,515542,SLOC,SAMPLE LOCATION,W,LOWER DEL MAR TERR,196,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,VIA CORTINA/VIA APRILIA; SAMPLE STANCHION,NA,NA,N,0,0,A,285,B02S,2,1207H1,0,,,,,NA,6253976.572,1921175.039,1692592.121,280731.0394,NA,N,94.09,10288,98,D,NA,UW-WS-TRN-SLOC-S051,IF?0100000000000141809
77,179 SYS,TRUE,517215,SLOC,SAMPLE LOCATION,W,LUSK PARK,470,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,13075 HARTFIELD AV @ DEL MAR HEIGHTS SAMPLE STANCHION,NA,NA,N,0,0,A,722,C01N,3,1188A5,0,,,,,NA,6261105.748,1929176.854,1699721.334,288732.8537,NA,N,-92.55,NA,NA,,NA,UW-WS-TRN-SLOC-S060,IF?0100000000000142036
80,286 SYS,TRUE,5503983,SLOC,SAMPLE LOCATION,W,LUSK PARK,470,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,13510 SWORD WY (BETWEEN REEDLEY AND DRAKEWOOD),NA,NA,N,0,0,A,317,D02N,2,1188C3,13510,,SWORD,WY,,NA,6265797.556,1932830.259,1704413.165,292386.2592,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S262,IF?0100000000000141292
82,253 SYS,TRUE,515456,SLOC,SAMPLE LOCATION,W,MAR VILLA,378,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,13220 CAMINITO MAR VILLA,1,NA,N,0,0,A,308,B01S,5,1187G7,13220,,CAMTO MAR VILLA,,,NA,6252553.501,1923447.251,1691169.043,283003.2507,NA,N,11.75,NA,NA,,NA,UW-WS-TRN-SLOC-S049,IF?0100000000000141867
83,268 SYS,TRUE,531325,SLOC,SAMPLE LOCATION,W,MERCY HIGH,750,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,Y,?5?/?28?/?09? ?5?:?00? ?PM,9604 BABAUTA RD,1,NA,N,0,0,A,562,I02S,2,1.19E+10,9604,,BABAUTA,RD,,NA,6294512.713,1922254.888,1733128.466,281810.8885,NA,N,33.63,NA,NA,,NA,UW-WS-TRN-SLOC-S091,IF?0100000000000142593
84,223 SYS,TRUE,529073,SLOC,SAMPLE LOCATION,W,MIRA MESA,625,2,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,8441 NEW SALEM ST @ FIRE STATION,NA,1,N,0,0,A,765,H04S,1,1209C3,8441,,NEW SALEM,ST,,NA,6287877.323,1914058.862,1726493.042,273614.8615,NA,N,179.29,NA,NA,,NA,UW-WS-TRN-SLOC-S088,IF?0100000000000142351
85,64 SYS,TRUE,5529614,SLOC,SAMPLE LOCATION,W,MIRA MESA,625,0,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,11168 AVENIDA DEL GATO & ZAPATA,NA,NA,N,0,0,A,662,G03S,3,1209B2,0,,,,,NA,6285997.871,1917250.213,1724613.581,276806.2133,NA,N,94.85,NA,NA,,NA,UW-WS-TRN-SLOC-S293,IF?0100000000000140903
87,343 SYS,TRUE,5608616,SLOC,SAMPLE LOCATION,W,MIRA MESA,625,0,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,FLANDERS DR/FLANDERS PL,NA,NA,N,0,0,A,810,G04S,5,1209A4,0,,,,,NA,6283752.487,1911001.381,1722368.186,270557.3812,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S341,IF?0100000000000141601
88,177 SYS,TRUE,528312,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,12350 BLACK MOUNTAIN ROAD(NEXT TO REC BUILDING),NA,NA,N,0,0,A,368,H01S,6,1189D6,12350,,BLACK MTN,RD,,NA,6291655.023,1923822.808,1730270.761,283378.8084,NA,Y,104.63,NA,NA,,NA,UW-WS-TRN-SLOC-S086,IF?0100000000000142566
92,5 SYS,TRUE,5207090,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,NORTH SIDE OF DISTRIBUTION RESERVOIR #2,NA,NA,N,0,0,A,813,J04S,2,1209G3,10710,,SCRIPPS LAKE,DR,,NA,6300543.622,1913028.957,1739159.405,272584.9567,NA,N,89.33,NA,NA,,NA,UW-WS-TRN-SLOC-S173,IF?0100000000000141922
97,288 SYS,TRUE,5503985,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,GREENBERG WY & CTE GANSO @ BACKFLOW PREVENTER,NA,NA,N,0,0,A,987,H02N,2,1189C3,10940,,SCRIPPS RANCH,BL,,NA,6289757.539,1933571.68,1728373.268,293127.6798,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S264,IF?0100000000000141059
98,294 SYS,TRUE,5504024,SLOC,SAMPLE LOCATION,W,MIRAMAR,712,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,12194 BRANICOLE LN,NA,NA,N,0,0,A,709,I01S,5,1189F7,12194,,BRANICOLE,LN,,NA,6295819.984,1922885.331,1734435.743,282441.3314,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S267,IF?0100000000000141032
100,238 SYS,TRUE,5207495,SLOC,SAMPLE LOCATION,W,MIRAMAR BOOSTED,1150,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,11490 WEATHERHILL WAY,NA,NA,N,0,0,A,502,J03S,2,1209G1,11490,,WEATHERHILL,WY,,NA,6300611.539,1918430.722,1739227.322,277986.7218,NA,Y,0,NA,NA,,NA,UW-WS-TRN-SLOC-S187,IF?0100000000000141656
101,283 SYS,TRUE,5212854,SLOC,SAMPLE LOCATION,W,MIRAMAR BOOSTED,1150,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,SCRIPPS RANCH/SPENCERPORT; SAMPLE STANCHION,NA,NA,N,0,0,A,503,J03S,2,1209H2,0,,,,,NA,6300849.948,1916952.188,1739465.732,276508.1883,NA,N,160.48,NA,NA,,NA,UW-WS-TRN-SLOC-S207,IF?0100000000000141487
102,275 SYS,TRUE,5212288,SLOC,SAMPLE LOCATION,W,MISSION CITY,430,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 2531 OLD QUARRY RD,1,NA,N,0,0,A,519,H15S,6,1.25E+10,0,,,,,NA,6291631.624,1867189.065,1730247.362,226745.065,NA,N,-179.89,NA,NA,,NA,UW-WS-TRN-SLOC-S205,IF?0100000000000141698
103,281 SYS,TRUE,5212268,SLOC,SAMPLE LOCATION,W,MONTE VERDE,685,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,6831 MONTE VERDE DR,NA,NA,N,0,0,A,537,L13S,6,1.25E+06,6831,,MONTE VERDE,DR,,NA,6316397.431,1876217.703,1755013.293,235773.7034,NA,N,135.35,17799,7,D,NA,UW-WS-TRN-SLOC-S203,IF?0100000000000141594
104,213 SYS,TRUE,532047,SLOC,SAMPLE LOCATION,W,MURPHY CANYON,500,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,4455 MURPHY CANYON RD; SAMPLE STANCHION  ,1,NA,N,0,0,A,307,I12S,2,1249F2,4455,,MURPHY CANYON,RD,,NA,6294725.758,1881066.677,1733341.512,240622.6765,NA,N,-84.96,NA,NA,,NA,UW-WS-TRN-SLOC-S094,IF?0100000000000142430
105,155 SYS,TRUE,5205421,SLOC,SAMPLE LOCATION,W,NORMAL HEIGHTS,536,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ADAMS AV & MARLBOROUGH,NA,1,N,0,0,A,582,I17S,6,1269G3,0,,,,,NA,6298346.001,1858457.126,1736961.772,218013.126,NA,N,178.94,NA,NA,,NA,UW-WS-TRN-SLOC-S158,IF?0100000000000141697
106,176 SYS,TRUE,521631,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 9896 OLSON DR.  SAMPLE STANCHION,1,NA,N,0,0,A,447,E06S,5,1228F1,9896,,OLSON,DR,,NA,6271803.645,1903217.936,1710419.284,262773.9364,NA,N,134.17,NA,NA,,NA,UW-WS-TRN-SLOC-S075,IF?0100000000000141846
107,65 SYS,TRUE,5204618,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 13911 DURANGO RD,NA,1,N,0,0,A,281,B01N,5,1187H6,0,,,,,NA,6253863.501,1927150.627,1692479.05,286706.6266,NA,Y,91.12,NA,NA,,NA,UW-WS-TRN-SLOC-S157,IF?0100000000000141910
109,49A SYS,TRUE,5503977,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,JOHN J. HOPKINS & GENERAL ATOMIC,NA,NA,N,0,0,A,708,C05S,4,1207J6,10620,,JOHN JAY HOPKINS,DR,,NA,6257814.452,1906692.106,1696430.021,266248.1063,NA,Y,105.29,NA,NA,,NA,UW-WS-TRN-SLOC-S256,IF?0100000000000141178
110,309 SYS,TRUE,5510255,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0,,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,4274 CAMPUS POINT CT. ,NA,NA,N,0,0,A,374,D06S,4,1208B7,0,,,,,NA,6262733.999,1904094.124,1701349.593,263650.124,NA,N,174.1,NA,NA,,NA,UW-WS-TRN-SLOC-S278,IF?0100000000000140962
111,317 SYS,TRUE,5525499,SLOC,SAMPLE LOCATION,W,NORTH CITY,610,0,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,ACROSS FROM 12608 SPINDLE TOP RD,NA,NA,N,0,0,A,688,H01N,5,1189C5,0,,,,,NA,6289865.837,1926954.57,1728481.566,286510.5702,NA,N,2.54,NA,NA,,NA,UW-WS-TRN-SLOC-S291,IF?0100000000000140715
